Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2016-06-01T13:31:00Z,GLD,115.94,859,Market On Close,Filled,99592.46,"Monthly rotation to GLD" 
2016-06-01T20:00:00Z,GLD,0,-859,Stop Market,Canceled,0,"Monthly stop reset" 
2016-07-01T13:31:00Z,GLD,128.41,-859,Market On Close,Filled,-110304.19,"Monthly rotation to SHY" 
2016-07-01T13:31:00Z,SHY,69.361026375,1569,Market On Close,Filled,108827.45038237,"Monthly rotation to SHY" 
2016-07-01T20:00:00Z,SHY,0,-1569,Stop Market,Canceled,0,"Monthly stop reset" 
2016-08-01T13:31:00Z,SHY,69.279687865,-1569,Market On Close,Filled,-108699.83026019,"Monthly rotation to TECL" 
2016-08-01T13:31:00Z,TECL,4.0689390399,27295,Market On Close,Filled,111061.69109407,"Monthly rotation to TECL" 
2016-08-01T20:00:00Z,TECL,0,-27295,Stop Market,Canceled,0,"Monthly stop reset" 
2016-09-01T13:31:00Z,TECL,4.2161076321,-27295,Market On Close,Filled,-115078.65781817,"Monthly rotation to TQQQ" 
2016-09-01T13:31:00Z,TQQQ,2.418698742569,47133,Market On Close,Filled,114000.5278335,"Monthly rotation to TQQQ" 
2016-09-01T20:00:00Z,TQQQ,0,-47133,Stop Market,Canceled,0,"Monthly stop reset" 
2016-10-03T13:31:00Z,TQQQ,2.5419319190006,-47133,Market On Close,Filled,-119808.87713826,"Monthly rotation to TECL" 
2016-10-03T13:31:00Z,TECL,4.3678184648,27310,Market On Close,Filled,119285.12227369,"Monthly rotation to TECL" 
2016-10-03T20:00:00Z,TECL,0,-27310,Stop Market,Canceled,0,"Monthly stop reset" 
2016-11-01T13:31:00Z,TECL,4.1861288448,-27310,Market On Close,Filled,-114323.17875149,"Monthly rotation to TQQQ" 
2016-11-01T13:31:00Z,TQQQ,2.3802626714633,48639,Market On Close,Filled,115773.5960773,"Monthly rotation to TQQQ" 
2016-11-01T20:00:00Z,TQQQ,0,-48639,Stop Market,Canceled,0,"Monthly stop reset" 
2016-12-01T14:31:00Z,TQQQ,2.3220141925711,-48639,Market On Close,Filled,-112940.44831247,"Monthly rotation to TECL" 
2016-12-01T14:31:00Z,TECL,4.0135237058,27771,Market On Close,Filled,111459.56683377,"Monthly rotation to TECL" 
2016-12-01T21:00:00Z,TECL,0,-27771,Stop Market,Canceled,0,"Monthly stop reset" 
2017-01-03T14:31:00Z,TECL,4.6676063378,-27771,Market On Close,Filled,-129624.09560704,"Monthly rotation to TQQQ" 
2017-01-03T14:31:00Z,TQQQ,2.5817548586514,50313,Market On Close,Filled,129895.83220333,"Monthly rotation to TQQQ" 
2017-01-03T21:00:00Z,TQQQ,0,-50313,Stop Market,Canceled,0,"Monthly stop reset" 
2017-02-01T14:31:00Z,TQQQ,2.9734375970795,-50313,Market On Close,Filled,-149602.56582186,"Monthly rotation to TECL" 
2017-02-01T14:31:00Z,TECL,5.123647284,29288,Market On Close,Filled,150061.38165379,"Monthly rotation to TECL" 
2017-02-01T21:00:00Z,TECL,0,-29288,Stop Market,Canceled,0,"Monthly stop reset" 
2017-03-01T14:31:00Z,TECL,5.9694124651,-29288,Market On Close,Filled,-174832.15227785,"Monthly rotation to TQQQ" 
2017-03-01T14:31:00Z,TQQQ,3.4156492653019,50750,Market On Close,Filled,173344.20021407,"Monthly rotation to TQQQ" 
2017-03-01T21:00:00Z,TQQQ,0,-50750,Stop Market,Canceled,0,"Monthly stop reset" 
2017-04-03T13:31:00Z,TQQQ,3.4877662219475,-50750,Market On Close,Filled,-177004.13576383,"Monthly rotation to TECL" 
2017-04-03T13:31:00Z,TECL,6.0638910675,29406,Market On Close,Filled,178314.78073091,"Monthly rotation to TECL" 
2017-04-03T20:00:00Z,TECL,0,-29406,Stop Market,Canceled,0,"Monthly stop reset" 
2017-05-01T19:50:00Z,TECL,0,-29406,Stop Market,Canceled,0,"Monthly stop reset" 
2017-06-01T19:50:00Z,TECL,6.4191169858025,-29406,Stop Market,Filled,-188760.55408451,"10.5% monthly-reset stop" 
2017-07-03T13:31:00Z,TQQQ,3.7643466380937,48811,Market On Close,Filled,183741.52375199,"Monthly rotation to TQQQ" 
2017-07-03T17:00:00Z,TQQQ,0,-48811,Stop Market,Canceled,0,"Monthly stop reset" 
2017-08-01T19:50:00Z,TQQQ,0,-48811,Stop Market,Canceled,0,"Monthly stop reset" 
2017-09-01T13:31:00Z,TQQQ,4.572294300733,-48811,Market On Close,Filled,-223178.25711308,"Monthly rotation to TECL" 
2017-09-01T13:31:00Z,TECL,7.976174318,28597,Market On Close,Filled,228094.65697185,"Monthly rotation to TECL" 
2017-09-01T20:00:00Z,TECL,0,-28597,Stop Market,Canceled,0,"Monthly stop reset" 
2017-10-02T13:31:00Z,TECL,8.1660399709,-28597,Market On Close,Filled,-233524.24504783,"Monthly rotation to TQQQ" 
2017-10-02T13:31:00Z,TQQQ,4.539802045541,51432,Market On Close,Filled,233491.09880627,"Monthly rotation to TQQQ" 
2017-10-02T20:00:00Z,TQQQ,0,-51432,Stop Market,Canceled,0,"Monthly stop reset" 
2017-11-01T19:50:00Z,TQQQ,0,-51432,Stop Market,Canceled,0,"Monthly stop reset" 
2017-12-01T14:31:00Z,TQQQ,5.3600333656309,-51432,Market On Close,Filled,-275677.23606113,"Monthly rotation to TECL" 
2017-12-01T14:31:00Z,TECL,9.9665841051,27632,Market On Close,Filled,275396.65199212,"Monthly rotation to TECL" 
2017-12-01T21:00:00Z,TECL,0,-27632,Stop Market,Canceled,0,"Monthly stop reset" 
2018-01-02T14:31:00Z,TECL,10.5795454296,-27632,Market On Close,Filled,-292333.99931071,"Monthly rotation to TQQQ" 
2018-01-02T14:31:00Z,TQQQ,5.7788664599956,51333,Market On Close,Filled,296646.55199096,"Monthly rotation to TQQQ" 
2018-01-02T21:00:00Z,TQQQ,0,-51333,Stop Market,Canceled,0,"Monthly stop reset" 
2018-02-01T14:31:00Z,TQQQ,6.8439784350689,-51333,Market On Close,Filled,-351321.94500739,"Monthly rotation to TECL" 
2018-02-01T14:31:00Z,TECL,12.4601110088,28620,Market On Close,Filled,356608.37707186,"Monthly rotation to TECL" 
2018-02-01T21:00:00Z,TECL,10.994215596,-28620,Stop Market,Filled,-314654.45035752,"10.5% monthly-reset stop" 
2018-03-01T14:31:00Z,TQQQ,6.269816511006,46351,Market On Close,Filled,290612.26510164,"Monthly rotation to TQQQ" 
2018-03-01T21:00:00Z,TQQQ,5.6114857773503,-46351,Stop Market,Filled,-260097.97726597,"10.5% monthly-reset stop" 
2018-04-02T13:31:00Z,TQQQ,5.1963833486275,48199,Market On Close,Filled,250460.4810205,"Monthly rotation to TQQQ" 
2018-04-02T20:00:00Z,TQQQ,0,-48199,Stop Market,Canceled,0,"Monthly stop reset" 
2018-05-01T13:31:00Z,TQQQ,5.8632670740919,-48199,Market On Close,Filled,-282603.60970415,"Monthly rotation to TECL" 
2018-05-01T13:31:00Z,TECL,10.6450196664,29067,Market On Close,Filled,309418.78664325,"Monthly rotation to TECL" 
2018-05-01T20:00:00Z,TECL,0,-29067,Stop Market,Canceled,0,"Monthly stop reset" 
2018-06-01T19:50:00Z,TECL,0,-29067,Stop Market,Canceled,0,"Monthly stop reset" 
2018-07-02T13:31:00Z,TECL,12.5072585883,-29067,Market On Close,Filled,-363548.48538612,"Monthly rotation to TQQQ" 
2018-07-02T13:31:00Z,TQQQ,6.941066727625,51615,Market On Close,Filled,358263.15914636,"Monthly rotation to TQQQ" 
2018-07-02T20:00:00Z,TQQQ,0,-51615,Stop Market,Canceled,0,"Monthly stop reset" 
2018-08-01T13:31:00Z,TQQQ,7.402298769125,-51615,Market On Close,Filled,-382069.65096839,"Monthly rotation to TECL" 
2018-08-01T13:31:00Z,TECL,13.1341249035,29611,Market On Close,Filled,388914.57251754,"Monthly rotation to TECL" 
2018-08-01T20:00:00Z,TECL,0,-29611,Stop Market,Canceled,0,"Monthly stop reset" 
2018-09-04T19:50:00Z,TECL,0,-29611,Stop Market,Canceled,0,"Monthly stop reset" 
2018-10-01T19:50:00Z,TECL,13.645442779711,-29611,Stop Market,Filled,-404055.20615002,"10.5% monthly-reset stop" 
2018-11-01T13:31:00Z,SHY,69.419441592,5762,Market On Close,Filled,399994.8224531,"Monthly rotation to SHY" 
2018-11-01T20:00:00Z,SHY,0,-5762,Stop Market,Canceled,0,"Monthly stop reset" 
2018-12-03T14:31:00Z,SHY,69.588333792,-5762,Market On Close,Filled,-400967.9793095,"Monthly rotation to GLD" 
2018-12-03T14:31:00Z,GLD,116.41,3471,Market On Close,Filled,404059.11,"Monthly rotation to GLD" 
2018-12-03T21:00:00Z,GLD,0,-3471,Stop Market,Canceled,0,"Monthly stop reset" 
2019-01-02T20:50:00Z,GLD,0,-3471,Stop Market,Canceled,0,"Monthly stop reset" 
2019-02-01T20:50:00Z,GLD,0,-3471,Stop Market,Canceled,0,"Monthly stop reset" 
2019-03-01T20:50:00Z,GLD,0,-3471,Stop Market,Canceled,0,"Monthly stop reset" 
